,0,1
199,269220_117885,goesch/
200,249875_111495,genf/
201,262930_112855,wallis/
202,268885_117385,goesch/
203,256820_125980,jura/
204,257195_125385,jura/
205,257040_125780,jura/
206,249085_111710,genf/
207,264440_113150,wallis/
208,257300_125190,jura/
209,256995_125810,jura/
210,264415_113135,wallis/
211,263260_112770,wallis/
212,264140_112970,wallis/
213,257075_125730,jura/
214,262725_112825,wallis/
215,263360_112720,wallis/
216,263970_112860,wallis/
217,249885_111650,genf/
218,264160_112960,wallis/
219,271485_110085,ticino/
220,269165_117760,goesch/
221,263565_112730,wallis/
222,249430_111990,genf/
223,271550_110220,ticino/
224,269060_117625,goesch/
225,249920_111515,genf/
226,263845_112795,wallis/
227,271490_109875,ticino/
228,257290_125250,jura/
229,262555_112850,wallis/
230,257315_125250,jura/
231,257565_125185,jura/
232,264250_112975,wallis/
233,268890_117325,goesch/
234,271530_109955,ticino/
235,271585_109870,ticino/
236,263705_112745,wallis/
237,264050_112925,wallis/
238,257120_125595,jura/
239,262925_112855,wallis/
240,264315_112995,wallis/
241,268920_117400,goesch/
242,271580_110260,ticino/
243,249725_111895,genf/
244,249380_111920,genf/
245,269170_117725,goesch/
246,264420_113110,wallis/
247,261690_112850,wallis/
248,264395_113070,wallis/
249,268890_117410,goesch/
250,257655_125105,jura/
251,249255_111955,genf/
252,271545_110610,ticino/
253,271545_110185,ticino/
254,268805_116885,goesch/
255,269200_117795,goesch/
256,257320_125295,jura/
257,264410_113125,wallis/
258,249740_111875,genf/
259,271500_110515,ticino/
260,269225_117895,goesch/
261,262680_112825,wallis/
262,268865_117380,goesch/
263,249880_111455,genf/
264,249780_111830,genf/
265,271570_109915,ticino/
266,269215_117915,goesch/
267,257630_125110,jura/
268,249875_111655,genf/
269,257570_125205,jura/
270,271550_110635,ticino/
271,269015_117550,goesch/
272,262235_112840,wallis/
273,249100_111745,genf/
274,257140_125395,jura/
275,249530_112000,genf/
276,249785_111825,genf/
277,268860_117365,goesch/
278,256795_126140,jura/
279,268875_117375,goesch/
280,261615_112870,wallis/
281,249855_111480,genf/
282,263905_112835,wallis/
283,268935_117405,goesch/
284,261615_112880,wallis/
285,263875_112810,wallis/
286,249195_111925,genf/
287,256950_125825,jura/
288,249890_111460,genf/
289,264270_113005,wallis/
290,268835_117310,goesch/
291,263785_112745,wallis/
292,264265_113005,wallis/
293,269140_117700,goesch/
294,269195_117875,goesch/
295,257635_125075,jura/
296,257670_124895,jura/
297,271520_110020,ticino/
298,249490_111995,genf/
299,271525_109905,ticino/
300,269160_117730,goesch/
301,257465_125205,jura/
302,249880_111595,genf/
303,263800_112770,wallis/
304,263480_112695,wallis/
305,271555_109990,ticino/
306,249105_111755,genf/
307,249720_112050,genf/
308,269000_117510,goesch/
309,269225_117900,goesch/
310,268850_117335,goesch/
311,263190_112810,wallis/
312,271535_109975,ticino/
313,249485_111995,genf/
314,249550_111980,genf/
315,257125_125440,jura/
316,271540_110125,ticino/
317,257145_125500,jura/
318,249660_111960,genf/
319,269215_117885,goesch/
320,263075_112835,wallis/
321,263390_112610,wallis/
322,269130_117675,goesch/
323,249170_111895,genf/
324,249355_111950,genf/
325,257165_125365,jura/
326,263755_112745,wallis/
327,249215_111915,genf/
328,257150_125380,jura/
329,263395_112675,wallis/
330,264290_113025,wallis/
331,257065_125720,jura/
332,271455_109820,ticino/
333,271505_109920,ticino/
334,257650_125075,jura/
335,261655_112870,wallis/
336,249855_111505,genf/
337,271515_110870,ticino/
338,262285_112835,wallis/
339,264365_113035,wallis/
340,268855_117275,goesch/
341,263300_112755,wallis/
342,271475_110915,ticino/
343,262935_112840,wallis/
344,257510_125205,jura/
345,263455_112715,wallis/
346,264095_112950,wallis/
347,264345_113050,wallis/
348,271570_110255,ticino/
349,262005_112860,wallis/
350,264445_113170,wallis/
351,263285_112740,wallis/
352,268935_117435,goesch/
353,269000_117520,goesch/
354,263850_112800,wallis/
355,268870_117280,goesch/
356,268810_116990,goesch/
357,248985_111530,genf/
358,269200_117900,goesch/
359,249475_111995,genf/
360,257080_125670,jura/
361,263395_112670,wallis/
362,257140_125510,jura/
363,269220_117890,goesch/
364,268825_117060,goesch/
365,256955_125840,jura/
366,263185_112810,wallis/
367,263130_112840,wallis/
368,264310_113035,wallis/
369,262800_112835,wallis/
370,261805_112815,wallis/
371,271545_110010,ticino/
372,257475_125205,jura/
373,256905_125890,jura/
374,268815_117035,goesch/
375,249465_111980,genf/
376,257200_125395,jura/
377,257120_125525,jura/
378,256860_125955,jura/
379,257140_125405,jura/
380,261835_112820,wallis/
381,249845_111540,genf/
382,249025_111630,genf/
383,249845_111470,genf/
384,271600_109850,ticino/
385,264265_113015,wallis/
386,268815_117070,goesch/
387,268885_117260,goesch/
388,269000_117500,goesch/
389,249680_111945,genf/
390,268850_117320,goesch/
391,257605_125045,jura/
392,263190_112825,wallis/
393,257135_125520,jura/
394,271535_110040,ticino/
395,249865_111495,genf/
396,269000_117505,goesch/
397,249370_111955,genf/
398,269075_117625,goesch/
399,257070_125750,jura/
400,263490_112715,wallis/
401,264085_112925,wallis/
402,268815_116995,goesch/
403,268880_117310,goesch/
404,263730_112750,wallis/
405,256770_126175,jura/
406,268880_117325,goesch/
407,256940_125855,jura/
408,263340_112710,wallis/
409,249525_111990,genf/
410,271510_110885,ticino/
411,263770_112750,wallis/
412,262985_112860,wallis/
413,264430_113095,wallis/
414,261910_112850,wallis/
415,271500_109870,ticino/
416,271565_109845,ticino/
417,248905_111515,genf/
418,264235_113000,wallis/
419,257125_125570,jura/
420,263750_112740,wallis/
421,268890_117370,goesch/
422,249000_111555,genf/
423,268835_116900,goesch/
424,263700_112740,wallis/
425,263140_112825,wallis/
426,248950_111505,genf/
427,257390_125200,jura/
428,262825_112830,wallis/
429,256925_125890,jura/
430,271530_110355,ticino/
431,261785_112815,wallis/
432,257285_125200,jura/
433,271490_110015,ticino/
434,249390_111945,genf/
435,256800_126075,jura/
436,249820_111740,genf/
437,263290_112735,wallis/
438,262790_112830,wallis/
439,249020_111580,genf/
440,257415_125185,jura/
441,268925_117410,goesch/
442,271545_110220,ticino/
443,249315_111945,genf/
444,263335_112720,wallis/
445,268850_117280,goesch/
446,249840_111805,genf/
447,271500_110040,ticino/
448,262120_112855,wallis/
449,269275_117955,goesch/
450,268840_117210,goesch/
451,249150_111800,genf/
452,263885_112830,wallis/
453,263185_112815,wallis/
454,249650_111970,genf/
455,271550_110150,ticino/
456,263885_112815,wallis/
457,249775_111840,genf/
458,268830_117235,goesch/
459,249055_111640,genf/
460,262675_112830,wallis/
461,263000_112860,wallis/
462,261880_112825,wallis/
463,271550_110760,ticino/
464,263010_112865,wallis/
465,257130_125570,jura/
466,261605_112895,wallis/
467,263085_112840,wallis/
468,248985_111515,genf/
469,271530_110170,ticino/
470,271525_110815,ticino/
471,271495_110880,ticino/
472,264050_112915,wallis/
473,257115_125435,jura/
474,271515_110880,ticino/
475,249865_111650,genf/
476,249880_111465,genf/
477,262435_112855,wallis/
478,262070_112870,wallis/
479,271460_110945,ticino/
480,271535_110605,ticino/
481,269190_117800,goesch/
482,249360_111965,genf/
483,256965_125835,jura/
484,256830_125965,jura/
485,248975_111515,genf/
486,268945_117445,goesch/
487,268805_116950,goesch/
488,271575_110265,ticino/
489,262155_112865,wallis/
490,262555_112845,wallis/
491,271560_110655,ticino/
492,262345_112835,wallis/
493,257410_125185,jura/
494,263375_112715,wallis/
495,262240_112840,wallis/
496,262175_112845,wallis/
497,271540_110645,ticino/
498,262400_112835,wallis/
499,264295_113005,wallis/
500,257175_125365,jura/
501,271580_109855,ticino/
502,257620_125190,jura/
503,262445_112855,wallis/
504,268870_117285,goesch/
505,249860_111530,genf/
506,264440_113125,wallis/
507,262245_112855,wallis/
508,249030_111620,genf/
509,269315_117965,goesch/
510,264300_113010,wallis/
511,262015_112870,wallis/
512,249925_111575,genf/
513,262280_112825,wallis/
514,249140_111760,genf/
515,262090_112860,wallis/
516,249115_111760,genf/
517,264205_113005,wallis/
518,271545_110720,ticino/
519,269335_118000,goesch/
520,271535_110580,ticino/
521,249845_111575,genf/
522,263400_112655,wallis/
523,268850_117315,goesch/
524,271550_110755,ticino/
525,262080_112870,wallis/
526,271480_110435,ticino/
527,271545_110695,ticino/
528,268830_117010,goesch/
529,268795_116905,goesch/
530,261700_112850,wallis/
531,249170_111805,genf/
532,268800_116900,goesch/
533,257595_125195,jura/
534,249290_111960,genf/
535,262685_112835,wallis/
536,264445_113140,wallis/
537,271485_110940,ticino/
538,268805_116860,goesch/
539,262795_112845,wallis/
540,261720_112845,wallis/
541,271530_110830,ticino/
542,256810_126000,jura/
543,263765_112750,wallis/
544,271535_109965,ticino/
545,264395_113075,wallis/
546,257130_125440,jura/
547,249735_111860,genf/
548,264175_112980,wallis/
549,268830_116985,goesch/
550,268900_117420,goesch/
551,249905_111465,genf/
552,271470_110980,ticino/
553,249890_111480,genf/
554,264395_113045,wallis/
555,249855_111535,genf/
556,271555_109740,ticino/
557,271615_110300,ticino/
558,264145_112980,wallis/
559,257090_125655,jura/
560,256840_125975,jura/
561,262395_112850,wallis/
562,271580_109860,ticino/
563,249880_111440,genf/
564,271530_110140,ticino/
565,268815_116870,goesch/
566,248910_111505,genf/
567,263400_112660,wallis/
568,263790_112765,wallis/
569,263605_112725,wallis/
570,262640_112840,wallis/
571,271545_110020,ticino/
572,257300_125220,jura/
573,271565_110355,ticino/
574,271530_110030,ticino/
575,271465_109845,ticino/
576,268840_117280,goesch/
577,262925_112850,wallis/
578,261625_112870,wallis/
579,269240_117915,goesch/
580,257460_125200,jura/
581,249890_111450,genf/
582,257050_125790,jura/
583,271530_110025,ticino/
584,257140_125500,jura/
585,268835_116975,goesch/
586,257070_125695,jura/
587,262980_112845,wallis/
588,262875_112845,wallis/
589,263460_112690,wallis/
590,271585_109860,ticino/
591,249720_112060,genf/
592,269215_117920,goesch/
593,249325_111945,genf/
594,271500_110100,ticino/
595,271500_110030,ticino/
596,249180_111905,genf/
597,257685_124915,jura/
598,249900_111530,genf/
599,257165_125380,jura/
600,249100_111730,genf/
601,271525_110580,ticino/
602,256800_126040,jura/
603,249545_111975,genf/
604,249150_111850,genf/
605,271560_109990,ticino/
606,257430_125185,jura/
607,263715_112730,wallis/
608,256980_125800,jura/
609,269185_117800,goesch/
610,261845_112825,wallis/
611,262940_112840,wallis/
612,271550_110785,ticino/
613,249460_111985,genf/
614,271540_110135,ticino/
615,271540_110615,ticino/
616,262270_112840,wallis/
617,268835_117355,goesch/
618,263725_112740,wallis/
619,262275_112830,wallis/
620,271540_110215,ticino/
621,261870_112825,wallis/
622,271480_110970,ticino/
623,269165_117725,goesch/
624,264055_112935,wallis/
625,262985_112855,wallis/
626,268905_117380,goesch/
627,264280_112995,wallis/
628,264335_113025,wallis/
629,257510_125190,jura/
630,263410_112710,wallis/
631,264065_112915,wallis/
632,271445_109755,ticino/
633,271475_110495,ticino/
634,264220_112995,wallis/
635,271525_110035,ticino/
636,262375_112850,wallis/
637,257305_125205,jura/
638,261930_112850,wallis/
639,262215_112860,wallis/
640,271495_110915,ticino/
641,263795_112760,wallis/
642,268865_116920,goesch/
643,249410_111965,genf/
644,257080_125695,jura/
645,249525_111980,genf/
646,271475_109840,ticino/
647,249880_111645,genf/
648,262975_112855,wallis/
649,268810_116920,goesch/
650,268810_116930,goesch/
651,263145_112830,wallis/
652,249820_111815,genf/
653,263205_112795,wallis/
654,257310_125260,jura/
655,257630_124970,jura/
656,263230_112790,wallis/
657,249135_111765,genf/
658,256805_126020,jura/
659,257405_125185,jura/
660,249760_111840,genf/
661,262005_112875,wallis/
662,269140_117690,goesch/
663,262720_112840,wallis/
664,257120_125540,jura/
665,257070_125705,jura/
666,257600_124985,jura/
667,249915_111580,genf/
668,269075_117635,goesch/
669,262775_112825,wallis/
670,262210_112840,wallis/
671,261615_112875,wallis/
672,261710_112835,wallis/
673,271570_109950,ticino/
674,268830_116905,goesch/
675,264345_113020,wallis/
676,263250_112800,wallis/
677,263405_112595,wallis/
678,271510_110100,ticino/
679,263710_112735,wallis/
680,271465_109790,ticino/
681,269185_117765,goesch/
682,263815_112790,wallis/
683,256835_125955,jura/
684,271500_110540,ticino/
685,271460_109835,ticino/
686,264105_112940,wallis/
687,262850_112845,wallis/
688,262290_112820,wallis/
689,256780_126145,jura/
690,262245_112835,wallis/
691,261660_112870,wallis/
692,263500_112720,wallis/
693,271545_110140,ticino/
694,257105_125620,jura/
695,263205_112820,wallis/
696,268925_117390,goesch/
697,263470_112705,wallis/
698,257460_125205,jura/
699,264420_113140,wallis/
700,249870_111545,genf/
701,249845_111505,genf/
702,257620_125155,jura/
703,249700_111895,genf/
704,261690_112860,wallis/
705,268995_117545,goesch/
706,257100_125615,jura/
707,249615_111965,genf/
708,271535_110240,ticino/
709,269295_117945,goesch/
710,249750_111870,genf/
711,271575_109740,ticino/
712,263410_112595,wallis/
713,271565_110230,ticino/
714,271525_109920,ticino/
715,249745_111850,genf/
716,271530_110175,ticino/
717,249160_111855,genf/
718,257140_125555,jura/
719,249930_111540,genf/
720,249095_111725,genf/
721,262370_112825,wallis/
722,268870_117365,goesch/
723,264240_112985,wallis/
724,271470_110515,ticino/
725,248815_111490,genf/
726,263765_112740,wallis/
727,249860_111505,genf/
728,256975_125825,jura/
729,269210_117850,goesch/
730,271485_110535,ticino/
731,256930_125850,jura/
732,271570_109745,ticino/
733,257635_125110,jura/
734,262960_112855,wallis/
735,257035_125775,jura/
736,262000_112860,wallis/
737,263030_112845,wallis/
738,249835_111725,genf/
739,263590_112725,wallis/
740,249005_111535,genf/
741,268815_117010,goesch/
742,262555_112855,wallis/
743,249900_111505,genf/
744,264415_113060,wallis/
745,271500_109875,ticino/
746,268850_117350,goesch/
747,249205_111910,genf/
748,271570_109795,ticino/
749,256815_125995,jura/
750,269065_117640,goesch/
751,271525_110090,ticino/
752,262490_112850,wallis/
753,261730_112835,wallis/
754,263610_112725,wallis/
755,263870_112805,wallis/
756,249710_112060,genf/
757,262215_112850,wallis/
758,271590_110350,ticino/
759,249900_111465,genf/
760,249035_111645,genf/
761,263790_112745,wallis/
762,271525_110045,ticino/
763,249870_111590,genf/
764,249875_111535,genf/
765,263455_112705,wallis/
766,263730_112745,wallis/
767,248950_111525,genf/
768,262710_112825,wallis/
769,268890_117320,goesch/
770,249255_111960,genf/
771,249675_111935,genf/
772,256795_126150,jura/
773,257590_125010,jura/
774,263255_112795,wallis/
775,269175_117810,goesch/
776,271495_110090,ticino/
777,248985_111535,genf/
778,263110_112850,wallis/
779,271575_109860,ticino/
780,249895_111510,genf/
781,261650_112860,wallis/
782,262780_112830,wallis/
783,262785_112825,wallis/
784,249890_111630,genf/
785,249920_111555,genf/
786,269125_117675,goesch/
787,271550_110145,ticino/
788,262235_112850,wallis/
789,262760_112820,wallis/
790,263400_112680,wallis/
791,268885_117340,goesch/
792,249795_111835,genf/
793,262815_112830,wallis/
794,264215_112995,wallis/
795,249120_111775,genf/
796,261850_112830,wallis/
797,269015_117510,goesch/
798,263645_112720,wallis/
799,263955_112855,wallis/
800,271550_110360,ticino/
801,269025_117565,goesch/
802,263175_112835,wallis/
803,249865_111520,genf/
804,271600_110285,ticino/
805,271530_110125,ticino/
806,248985_111520,genf/
807,249670_111980,genf/
808,269260_117950,goesch/
809,269055_117620,goesch/
810,249045_111620,genf/
811,257430_125180,jura/
812,268995_117480,goesch/
813,263315_112740,wallis/
814,249315_111940,genf/
815,257165_125370,jura/
816,263100_112850,wallis/
817,268925_117415,goesch/
818,271545_110165,ticino/
819,249890_111590,genf/
820,268880_117305,goesch/
821,256850_125965,jura/
822,263725_112735,wallis/
823,257210_125380,jura/
824,249690_111910,genf/
825,263980_112865,wallis/
826,257345_125185,jura/
827,256860_125960,jura/
828,249550_111970,genf/
829,249170_111855,genf/
830,256945_125850,jura/
831,249910_111465,genf/
832,271555_110650,ticino/
833,269130_117680,goesch/
834,268830_117240,goesch/
835,268940_117430,goesch/
836,269085_117645,goesch/
837,249060_111665,genf/
838,271590_110285,ticino/
839,263535_112730,wallis/
840,264410_113055,wallis/
841,261760_112820,wallis/
842,271505_110110,ticino/
843,249880_111680,genf/
844,271530_110045,ticino/
845,249950_111535,genf/
846,268820_117075,goesch/
847,271520_109900,ticino/
848,257620_125145,jura/
849,249885_111470,genf/
850,261810_112830,wallis/
851,263960_112870,wallis/
852,269240_117935,goesch/
853,264415_113120,wallis/
854,249925_111525,genf/
855,257080_125740,jura/
856,271465_109825,ticino/
857,264430_113105,wallis/
858,257670_124920,jura/
859,249085_111695,genf/
860,263710_112730,wallis/
861,271590_109830,ticino/
862,271500_110380,ticino/
863,249615_111970,genf/
864,268825_116915,goesch/
865,249935_111540,genf/
866,257450_125195,jura/
867,249900_111550,genf/
868,257225_125385,jura/
869,268825_117045,goesch/
870,257300_125250,jura/
871,257595_124985,jura/
872,271585_109815,ticino/
873,257035_125780,jura/
874,262090_112865,wallis/
875,249875_111580,genf/
876,264310_113025,wallis/
877,264335_113050,wallis/
878,257310_125275,jura/
879,271490_110095,ticino/
880,269020_117525,goesch/
881,263980_112870,wallis/
882,263385_112665,wallis/
883,249875_111550,genf/
884,257170_125370,jura/
885,257385_125185,jura/
886,271520_109930,ticino/
887,249710_111890,genf/
888,269090_117655,goesch/
889,269115_117660,goesch/
890,257295_125180,jura/
891,271500_109865,ticino/
892,264430_113115,wallis/
893,271560_109735,ticino/
894,263090_112835,wallis/
895,264145_112955,wallis/
896,271525_110145,ticino/
897,263660_112735,wallis/
898,249730_111855,genf/
899,271495_109865,ticino/
900,262520_112855,wallis/
901,263750_112750,wallis/
902,249035_111635,genf/
903,257640_125110,jura/
904,262470_112860,wallis/
905,249580_111980,genf/
906,263855_112795,wallis/
907,269035_117595,goesch/
908,257605_124985,jura/
909,263015_112860,wallis/
910,263260_112795,wallis/
911,264305_113040,wallis/
912,271470_110475,ticino/
913,263265_112775,wallis/
914,248840_111510,genf/
915,249600_111960,genf/
916,271510_109995,ticino/
917,249250_111940,genf/
918,271565_109720,ticino/
919,271520_109940,ticino/
920,264160_112985,wallis/
921,249710_112040,genf/
922,269200_117810,goesch/
923,249000_111525,genf/
924,263895_112820,wallis/
925,263915_112840,wallis/
926,257600_125035,jura/
927,256860_125950,jura/
928,263050_112860,wallis/
929,262845_112845,wallis/
930,249145_111760,genf/
931,262815_112835,wallis/
932,268995_117535,goesch/
933,249595_111975,genf/
934,264250_112995,wallis/
935,262445_112860,wallis/
936,263685_112725,wallis/
937,257060_125730,jura/
938,257090_125670,jura/
939,257125_125580,jura/
940,268885_117325,goesch/
941,269280_117950,goesch/
942,264200_112980,wallis/
943,249675_111980,genf/
944,249030_111605,genf/
945,263055_112850,wallis/
946,264090_112955,wallis/
947,262715_112840,wallis/
948,268985_117530,goesch/
949,268895_117305,goesch/
950,249655_111975,genf/
951,271565_110790,ticino/
952,271565_109865,ticino/
953,262615_112820,wallis/
954,263850_112820,wallis/
955,263705_112740,wallis/
956,269195_117830,goesch/
957,268820_117225,goesch/
958,271465_109760,ticino/
959,262995_112850,wallis/
960,271555_110655,ticino/
961,249745_111870,genf/
962,257075_125745,jura/
963,257295_125295,jura/
964,249605_111965,genf/
965,248995_111535,genf/
966,249620_111975,genf/
967,249295_111950,genf/
968,257200_125370,jura/
969,271475_110460,ticino/
970,257640_125085,jura/
971,248970_111515,genf/
972,262045_112860,wallis/
973,256825_126035,jura/
974,261610_112885,wallis/
975,271575_109735,ticino/
976,263390_112710,wallis/
977,268860_117315,goesch/
978,257140_125525,jura/
979,268885_117240,goesch/
980,268800_116875,goesch/
981,268925_117440,goesch/
982,257380_125200,jura/
983,271475_109810,ticino/
984,263410_112645,wallis/
985,249315_111975,genf/
986,271455_109780,ticino/
987,262295_112845,wallis/
988,249700_112045,genf/
989,256955_125820,jura/
990,257025_125780,jura/
991,271520_109990,ticino/
992,261770_112815,wallis/
993,271460_109845,ticino/
994,249380_111925,genf/
995,263195_112815,wallis/
996,268870_117340,goesch/
997,271555_109980,ticino/
998,271485_110395,ticino/
999,256985_125810,jura/
1000,271590_109785,ticino/
1001,271450_109830,ticino/
1002,249200_111905,genf/
1003,261600_112885,wallis/
1004,257465_125190,jura/
1005,271480_110915,ticino/
1006,263385_112645,wallis/
1007,257645_124965,jura/
1008,269170_117750,goesch/
1009,257290_125345,jura/
1010,271565_109905,ticino/
1011,264295_113030,wallis/
1012,257485_125185,jura/
1013,271520_109995,ticino/
1014,257215_125385,jura/
1015,268835_117255,goesch/
1016,261585_112890,wallis/
1017,268940_117450,goesch/
1018,262965_112840,wallis/
1019,249890_111535,genf/
1020,263000_112855,wallis/
1021,249265_111955,genf/
1022,262575_112830,wallis/
1023,249610_111965,genf/
1024,261895_112845,wallis/
1025,257320_125270,jura/
1026,261810_112835,wallis/
1027,257535_125190,jura/
1028,257115_125440,jura/
1029,268995_117525,goesch/
1030,261645_112855,wallis/
1031,257375_125180,jura/
1032,271575_109880,ticino/
1033,264095_112945,wallis/
1034,268920_117405,goesch/
1035,262195_112845,wallis/
1036,257290_125220,jura/
1037,249665_111980,genf/
1038,268810_116935,goesch/
1039,256805_126130,jura/
1040,268920_117385,goesch/
1041,263370_112710,wallis/
1042,256825_125960,jura/
1043,261920_112850,wallis/
1044,249860_111455,genf/
1045,249275_111970,genf/
1046,269310_117960,goesch/
1047,262405_112855,wallis/
1048,261725_112845,wallis/
1049,249400_111945,genf/
1050,249890_111530,genf/
1051,271485_110055,ticino/
1052,264410_113120,wallis/
1053,263530_112715,wallis/
1054,262175_112860,wallis/
1055,268945_117430,goesch/
1056,271555_110175,ticino/
1057,262800_112825,wallis/
1058,271585_109935,ticino/
1059,269220_117880,goesch/
1060,269310_117980,goesch/
1061,257105_125625,jura/
1062,261865_112825,wallis/
1063,263490_112720,wallis/
1064,269265_117960,goesch/
1065,263120_112835,wallis/
1066,249825_111735,genf/
1067,257300_125225,jura/
1068,256765_126185,jura/
1069,249340_111975,genf/
1070,262490_112845,wallis/
1071,257060_125750,jura/
1072,256830_126015,jura/
1073,262050_112870,wallis/
1074,257310_125265,jura/
1075,271570_110365,ticino/
1076,249845_111530,genf/
1077,271525_110615,ticino/
1078,257005_125790,jura/
1079,263230_112800,wallis/
1080,271495_110060,ticino/
1081,257155_125385,jura/
1082,264115_112965,wallis/
1083,257025_125795,jura/
1084,257100_125630,jura/
1085,257680_124920,jura/
1086,257140_125550,jura/
1087,264315_113045,wallis/
1088,257065_125705,jura/
1089,263990_112875,wallis/
1090,263380_112700,wallis/
1091,257075_125680,jura/
1092,263985_112890,wallis/
1093,248880_111515,genf/
1094,262845_112830,wallis/
1095,248820_111505,genf/
1096,271560_110365,ticino/
1097,263300_112765,wallis/
1098,269135_117705,goesch/
